cluster,Student skills,Student badges,Student bonus,Student quizzes,Student posts,Next Skills,Next badges,Next bonus,Next quizzes
1,[],"['09804911respondtofirstquestionnaire:50.0', '00700511sugestanewsubjectforyourpresentation:200.0', '18601111participateinthequest:600.0', '12000611getfourpoints:300.0', '15204911respondtofirsttwoquestionnaires:50.0', '04902811Theaveragescoreofyourlabclasswasthebestofallclasses(1time):80.0', '06902811Theaveragescoreofyourlabclasswasthebestofallclasses(2times):50.0', '05502711Allstudentsinyourlabhad4orbettergrade(2times):50.0', '07503011topgradeinallgradedclasses:100.0', '17000211getfourpoints:400.0']",[],[],"['Labs Forum2', 'Participation Forum3']",['09504733CompletetheAlienInvasionSkill:150.0'],"['07803511handindocumentabouttherationalleofyourpresentation.:200.0', '08203711createdownvideo,relevantedits:70.0', '04201711readalllecturesslides:100.0', '01100811performonetask:100.0']",[],[]
3,"['10005133CompletetheZombiesandMonstersSkill:150.0', '09905033CompletetheTextArtSkill:150.0', '10205233CompletetheeBookSkill:150.0', '09504733CompletetheAlienInvasionSkill:150.0', '13106533CompletethereTrailerSkill:200.0', '12906333CompletethePodcastSkill:200.0', '17405933CompletetheMoviePosterSkill:200.0', '19706933CompletetheFakeSpeechSkill:300.0']","['09804911respondtofirstquestionnaire:50.0', '16907811getfourpoints:100.0', '00700511sugestanewsubjectforyourpresentation:200.0', '10100411getfourpoints:200.0', '12000611getfourpoints:300.0', '17207811geteightpoints:100.0', '09700111getfourpoints:100.0', '17307811getsixteenpoints:100.0', '01600711makefiftyposts:50.0', '18601111participateinthequest:600.0', '13500611getfourteenpoints:300.0', '15204911respondtofirsttwoquestionnaires:50.0', '12505611gettwelvepostsoffourpoints:100.0', '17700211gettwelvepoints:400.0', '03502011betherefor50%oflabs:50.0', '02801811betherefor50%oflectures:100.0', '18002311beontime13times:50.0', '04902811Theaveragescoreofyourlabclasswasthebestofallclasses(1time):80.0', '06902811Theaveragescoreofyourlabclasswasthebestofallclasses(2times):50.0', '04302011betherefor75%oflabs:50.0', '05502711Allstudentsinyourlabhad4orbettergrade(2times):50.0', '07302011bethereforallofthelabs:50.0', '17900211gettwentyfourpoints:400.0']",[],[],"['Bugs Forum2', 'Participation Forum18', 'Skill Tree13', 'Labs Forum6', 'Questions2']",[],"['07803511handindocumentabouttherationalleofyourpresentation.:200.0', '08203711createdownvideo,relevantedits:70.0', '04201711readalllecturesslides:100.0', '01100811performonetask:100.0']",[],[]
3,"['09905033CompletetheTextArtSkill:150.0', '10805733CompletethereMIDISkill:150.0', '10205233CompletetheeBookSkill:150.0', '09504733CompletetheAlienInvasionSkill:150.0', '10005133CompletetheZombiesandMonstersSkill:150.0', '17106633CompletetheLivingPageSkill:200.0']","['09804911respondtofirstquestionnaire:50.0', '16907811getfourpoints:100.0', '01100811performonetask:100.0', '17507911getfourpoints:100.0', '00700511sugestanewsubjectforyourpresentation:200.0', '10705611getfourpostsoffourpoints:100.0', '18601111participateinthequest:600.0', '12100611geteightpoints:300.0', '11205611getsixpostsoffourpoints:100.0', '17000211getfourpoints:400.0', '15204911respondtofirsttwoquestionnaires:50.0', '00900711maketwentyposts:100.0', '17700211gettwelvepoints:400.0', '03502011betherefor50%oflabs:50.0', '18002311beontime13times:50.0', '12505611gettwelvepostsoffourpoints:100.0', '04101711readslidesfor75%oflectures:100.0', '04802711Allstudentsinyourlabhad4orbettergrade(1time):80.0', '17607911geteightpoints:100.0', '17807911getsixteenpoints:100.0', '18905411getfourpoints:100.0', '06503011topgradeinthreegradedclasses:150.0', '04001811betherefor75%oflectures:100.0', '07302011bethereforallofthelabs:50.0', '05102311beontime17times:50.0']",[],[],"['Participation Forum24', 'Skill Tree11', 'Labs Forum5']","['10305333CompletetheCourseLogoSkill:150.0', '13606733CompletetheCourseImageSkill:200.0', '11906033CompletethePublicistSkill:200.0']","['07803511handindocumentabouttherationalleofyourpresentation.:200.0', '08003711remixedvideo:150.0', '19005411gettenpoints:100.0', '10100411getfourpoints:200.0', '12800411gettwelvepoints:200.0', '01300811performtwotasks:100.0']",[],[]
3,"['10205233CompletetheeBookSkill:150.0', '09905033CompletetheTextArtSkill:150.0', '10305333CompletetheCourseLogoSkill:150.0', '10805733CompletethereMIDISkill:150.0']","['09804911respondtofirstquestionnaire:50.0', '00700511sugestanewsubjectforyourpresentation:200.0', '12000611getfourpoints:300.0', '10901611participate2times:100.0', '10705611getfourpostsoffourpoints:100.0', '12100611geteightpoints:300.0', '18601111participateinthequest:600.0', '11205611getsixpostsoffourpoints:100.0', '15204911respondtofirsttwoquestionnaires:50.0', '02801811betherefor50%oflectures:100.0', '17207811geteightpoints:100.0', '18002311beontime13times:50.0', '12505611gettwelvepostsoffourpoints:100.0', '04902811Theaveragescoreofyourlabclasswasthebestofallclasses(1time):80.0', '06902811Theaveragescoreofyourlabclasswasthebestofallclasses(2times):50.0', '17307811getsixteenpoints:100.0', '05102311beontime17times:50.0', '05502711Allstudentsinyourlabhad4orbettergrade(2times):50.0', '07503011topgradeinallgradedclasses:100.0']",[],[],"['Participation Forum17', 'Skill Tree5', 'Labs Forum5']","['12606233CompletetheReporterSkill:150.0', '17405933CompletetheMoviePosterSkill:200.0', '11906033CompletethePublicistSkill:200.0', '17106633CompletetheLivingPageSkill:200.0', '13106533CompletethereTrailerSkill:200.0', '13606733CompletetheCourseImageSkill:200.0']","['07803511handindocumentabouttherationalleofyourpresentation.:200.0', '08203711createdownvideo,relevantedits:70.0', '04201711readalllecturesslides:100.0', '12800411gettwelvepoints:200.0', '01100811performonetask:100.0', '18905411getfourpoints:100.0']",[],[]
2,"['10205233CompletetheeBookSkill:150.0', '10005133CompletetheZombiesandMonstersSkill:150.0', '09504733CompletetheAlienInvasionSkill:150.0', '10305333CompletetheCourseLogoSkill:150.0', '09905033CompletetheTextArtSkill:150.0']","['09804911respondtofirstquestionnaire:50.0', '16907811getfourpoints:100.0', '00700511sugestanewsubjectforyourpresentation:200.0', '00900711maketwentyposts:100.0', '12000611getfourpoints:300.0', '12100611geteightpoints:300.0', '17000211getfourpoints:400.0', '02701711readslidesfor50%oflectures:100.0', '15204911respondtofirsttwoquestionnaires:50.0', '04902811Theaveragescoreofyourlabclasswasthebestofallclasses(1time):80.0', '06902811Theaveragescoreofyourlabclasswasthebestofallclasses(2times):50.0', '03502011betherefor50%oflabs:50.0', '05502711Allstudentsinyourlabhad4orbettergrade(2times):50.0', '02801811betherefor50%oflectures:100.0', '04302011betherefor75%oflabs:50.0', '17700211gettwelvepoints:400.0']",[],[],"['Bugs Forum1', 'Skill Tree5', 'Participation Forum8', 'Labs Forum4']",[],"['07803511handindocumentabouttherationalleofyourpresentation.:200.0', '08503911bethesecondmostliked:50.0', '04101711readslidesfor75%oflectures:100.0', '01100811performonetask:100.0']",[],[]
0,[],"['12000611getfourpoints:300.0', '12100611geteightpoints:300.0']",[],[],['Labs Forum4'],[],"['07803511handindocumentabouttherationalleofyourpresentation.:200.0', '08103711createdownvideo(singleshoot):100.0']",[],[]
3,"['10205233CompletetheeBookSkill:150.0', '09905033CompletetheTextArtSkill:150.0', '09504733CompletetheAlienInvasionSkill:150.0', '10305333CompletetheCourseLogoSkill:150.0', '13606733CompletetheCourseImageSkill:200.0', '11906033CompletethePublicistSkill:200.0']","['09804911respondtofirstquestionnaire:50.0', '00700511sugestanewsubjectforyourpresentation:200.0', '12000611getfourpoints:300.0', '12100611geteightpoints:300.0', '18601111participateinthequest:600.0', '10705611getfourpostsoffourpoints:100.0', '02801811betherefor50%oflectures:100.0', '15204911respondtofirsttwoquestionnaires:50.0', '11205611getsixpostsoffourpoints:100.0', '18002311beontime13times:50.0', '03502011betherefor50%oflabs:50.0', '04001811betherefor75%oflectures:100.0', '05102311beontime17times:50.0', '04902811Theaveragescoreofyourlabclasswasthebestofallclasses(1time):80.0', '04101711readslidesfor75%oflectures:100.0', '06902811Theaveragescoreofyourlabclasswasthebestofallclasses(2times):50.0', '04302011betherefor75%oflabs:50.0', '05502711Allstudentsinyourlabhad4orbettergrade(2times):50.0', '17900211gettwentyfourpoints:400.0', '00900711maketwentyposts:100.0', '07001811bethereforallofthelectures:100.0', '07302011bethereforallofthelabs:50.0', '12505611gettwelvepostsoffourpoints:100.0']",[],[],"['Skill Tree9', 'Labs Forum6', 'Participation Forum11']","['17106633CompletetheLivingPageSkill:200.0', '10805733CompletethereMIDISkill:150.0', '12906333CompletethePodcastSkill:200.0']","['07803511handindocumentabouttherationalleofyourpresentation.:200.0', '08103711createdownvideo(singleshoot):100.0', '01100811performonetask:100.0']",[],[]
1,[],"['09804911respondtofirstquestionnaire:50.0', '00700511sugestanewsubjectforyourpresentation:200.0', '12000611getfourpoints:300.0', '12100611geteightpoints:300.0', '17000211getfourpoints:400.0', '15204911respondtofirsttwoquestionnaires:50.0', '03502011betherefor50%oflabs:50.0', '04902811Theaveragescoreofyourlabclasswasthebestofallclasses(1time):80.0', '06902811Theaveragescoreofyourlabclasswasthebestofallclasses(2times):50.0', '04302011betherefor75%oflabs:50.0', '05502711Allstudentsinyourlabhad4orbettergrade(2times):50.0', '07302011bethereforallofthelabs:50.0']",[],[],"['Skill Tree1', 'Labs Forum3', 'Participation Forum8']",['09905033CompletetheTextArtSkill:150.0'],"['07803511handindocumentabouttherationalleofyourpresentation.:200.0', '08103711createdownvideo(singleshoot):100.0', '11205611getsixpostsoffourpoints:100.0', '02701711readslidesfor50%oflectures:100.0']",[],[]
3,"['09905033CompletetheTextArtSkill:150.0', '10205233CompletetheeBookSkill:150.0', '10305333CompletetheCourseLogoSkill:150.0', '10005133CompletetheZombiesandMonstersSkill:150.0', '09504733CompletetheAlienInvasionSkill:150.0', '10805733CompletethereMIDISkill:150.0']","['09804911respondtofirstquestionnaire:50.0', '00700511sugestanewsubjectforyourpresentation:200.0', '00900711maketwentyposts:100.0', '17207811geteightpoints:100.0', '01200711makethirtyposts:80.0', '17307811getsixteenpoints:100.0', '11205611getsixpostsoffourpoints:100.0', '18601111participateinthequest:600.0', '13500611getfourteenpoints:300.0', '17000211getfourpoints:400.0', '15204911respondtofirsttwoquestionnaires:50.0', '02701711readslidesfor50%oflectures:100.0', '02801811betherefor50%oflectures:100.0', '18002311beontime13times:50.0', '17900211gettwentyfourpoints:400.0', '04902811Theaveragescoreofyourlabclasswasthebestofallclasses(1time):80.0', '06902811Theaveragescoreofyourlabclasswasthebestofallclasses(2times):50.0', '04101711readslidesfor75%oflectures:100.0', '05102311beontime17times:50.0', '05502711Allstudentsinyourlabhad4orbettergrade(2times):50.0', '07503011topgradeinallgradedclasses:100.0']",[],[],"['Bugs Forum4', 'Skill Tree6', 'Participation Forum17', 'Labs Forum5']","['11906033CompletethePublicistSkill:200.0', '13606733CompletetheCourseImageSkill:200.0', '17405933CompletetheMoviePosterSkill:200.0', '17106633CompletetheLivingPageSkill:200.0']","['07803511handindocumentabouttherationalleofyourpresentation.:200.0', '08203711createdownvideo,relevantedits:70.0', '04201711readalllecturesslides:100.0', '09700111getfourpoints:100.0', '18905411getfourpoints:100.0', '19005411gettenpoints:100.0', '12800411gettwelvepoints:200.0', '01100811performonetask:100.0', '17807911getsixteenpoints:100.0']",[],[]
3,"['10805733CompletethereMIDISkill:150.0', '10205233CompletetheeBookSkill:150.0', '10305333CompletetheCourseLogoSkill:150.0', '09504733CompletetheAlienInvasionSkill:150.0', '13606733CompletetheCourseImageSkill:200.0', '11906033CompletethePublicistSkill:200.0']","['09804911respondtofirstquestionnaire:50.0', '00700511sugestanewsubjectforyourpresentation:200.0', '12000611getfourpoints:300.0', '12100611geteightpoints:300.0', '18601111participateinthequest:600.0', '10705611getfourpostsoffourpoints:100.0', '00900711maketwentyposts:100.0', '02701711readslidesfor50%oflectures:100.0', '02801811betherefor50%oflectures:100.0', '15204911respondtofirsttwoquestionnaires:50.0', '11205611getsixpostsoffourpoints:100.0', '16907811getfourpoints:100.0', '18002311beontime13times:50.0', '03502011betherefor50%oflabs:50.0', '04001811betherefor75%oflectures:100.0', '05102311beontime17times:50.0', '04902811Theaveragescoreofyourlabclasswasthebestofallclasses(1time):80.0', '06902811Theaveragescoreofyourlabclasswasthebestofallclasses(2times):50.0', '04302011betherefor75%oflabs:50.0', '05502711Allstudentsinyourlabhad4orbettergrade(2times):50.0', '12505611gettwelvepostsoffourpoints:100.0', '07001811bethereforallofthelectures:100.0', '07302011bethereforallofthelabs:50.0', '17900211gettwentyfourpoints:400.0']",[],[],"['Bugs Forum1', 'Skill Tree13', 'Participation Forum19', 'Labs Forum5']",[],"['07803511handindocumentabouttherationalleofyourpresentation.:200.0', '08103711createdownvideo(singleshoot):100.0', '01100811performonetask:100.0']",[],[]
2,[],"['09804911respondtofirstquestionnaire:50.0', '00700511sugestanewsubjectforyourpresentation:200.0', '16907811getfourpoints:100.0', '12000611getfourpoints:300.0', '12100611geteightpoints:300.0', '18601111participateinthequest:600.0', '02701711readslidesfor50%oflectures:100.0', '13500611getfourteenpoints:300.0', '15204911respondtofirsttwoquestionnaires:50.0', '10705611getfourpostsoffourpoints:100.0', '04902811Theaveragescoreofyourlabclasswasthebestofallclasses(1time):80.0', '06902811Theaveragescoreofyourlabclasswasthebestofallclasses(2times):50.0', '05502711Allstudentsinyourlabhad4orbettergrade(2times):50.0', '11205611getsixpostsoffourpoints:100.0', '02801811betherefor50%oflectures:100.0', '06503011topgradeinthreegradedclasses:150.0']",[],[],"['Participation Forum9', 'Labs Forum5']",[],"['07803511handindocumentabouttherationalleofyourpresentation.:200.0', '08503911bethesecondmostliked:50.0', '04201711readalllecturesslides:100.0', '01100811performonetask:100.0']",[],[]
2,"['10205233CompletetheeBookSkill:150.0', '10005133CompletetheZombiesandMonstersSkill:150.0', '09905033CompletetheTextArtSkill:150.0', '09504733CompletetheAlienInvasionSkill:150.0']","['09804911respondtofirstquestionnaire:50.0', '10100411getfourpoints:200.0', '00700511sugestanewsubjectforyourpresentation:200.0', '10705611getfourpostsoffourpoints:100.0', '11205611getsixpostsoffourpoints:100.0', '00900711maketwentyposts:100.0', '17000211getfourpoints:400.0', '15204911respondtofirsttwoquestionnaires:50.0', '02801811betherefor50%oflectures:100.0', '12800411gettwelvepoints:200.0', '03502011betherefor50%oflabs:50.0', '04802711Allstudentsinyourlabhad4orbettergrade(1time):80.0', '05502711Allstudentsinyourlabhad4orbettergrade(2times):50.0', '01200711makethirtyposts:80.0', '04302011betherefor75%oflabs:50.0', '10901611participate2times:100.0', '04902811Theaveragescoreofyourlabclasswasthebestofallclasses(1time):80.0', '04001811betherefor75%oflectures:100.0', '12505611gettwelvepostsoffourpoints:100.0']",[],[],"['Participation Forum16', 'Skill Tree6', 'Labs Forum3', 'Archive-Showcase1']",[],"['07803511handindocumentabouttherationalleofyourpresentation.:200.0', '08003711remixedvideo:150.0', '01100811performonetask:100.0']",[],[]
3,"['10205233CompletetheeBookSkill:150.0', '09905033CompletetheTextArtSkill:150.0', '10305333CompletetheCourseLogoSkill:150.0', '09504733CompletetheAlienInvasionSkill:150.0', '10005133CompletetheZombiesandMonstersSkill:150.0', '13606733CompletetheCourseImageSkill:200.0']","['09804911respondtofirstquestionnaire:50.0', '00700511sugestanewsubjectforyourpresentation:200.0', '01200711makethirtyposts:80.0', '10100411getfourpoints:200.0', '01600711makefiftyposts:50.0', '10705611getfourpostsoffourpoints:100.0', '18601111participateinthequest:600.0', '12000611getfourpoints:300.0', '12100611geteightpoints:300.0', '15204911respondtofirsttwoquestionnaires:50.0', '17700211gettwelvepoints:400.0', '02801811betherefor50%oflectures:100.0', '11205611getsixpostsoffourpoints:100.0', '18002311beontime13times:50.0', '12800411gettwelvepoints:200.0', '04902811Theaveragescoreofyourlabclasswasthebestofallclasses(1time):80.0', '01100811performonetask:100.0', '05502711Allstudentsinyourlabhad4orbettergrade(2times):50.0', '04001811betherefor75%oflectures:100.0', '05102311beontime17times:50.0', '07503011topgradeinallgradedclasses:100.0', '12505611gettwelvepostsoffourpoints:100.0']",[],[],"['Bugs Forum3', 'Skill Tree8', 'Participation Forum26', 'Labs Forum6', 'Questions2']","['11906033CompletethePublicistSkill:200.0', '17106633CompletetheLivingPageSkill:200.0', '17405933CompletetheMoviePosterSkill:200.0', '12606233CompletetheReporterSkill:150.0']","['07803511handindocumentabouttherationalleofyourpresentation.:200.0', '04201711readalllecturesslides:100.0', '01300811performtwotasks:100.0']",[],[]
3,"['10205233CompletetheeBookSkill:150.0', '09905033CompletetheTextArtSkill:150.0', '10005133CompletetheZombiesandMonstersSkill:150.0', '09504733CompletetheAlienInvasionSkill:150.0', '10305333CompletetheCourseLogoSkill:150.0', '13606733CompletetheCourseImageSkill:200.0', '11906033CompletethePublicistSkill:200.0', '12606233CompletetheReporterSkill:150.0', '17405933CompletetheMoviePosterSkill:200.0', '10805733CompletethereMIDISkill:150.0', '13106533CompletethereTrailerSkill:200.0', '16007433CompletetheFakeNewsSkill:300.0']","['09804911respondtofirstquestionnaire:50.0', '16907811getfourpoints:100.0', '00700511sugestanewsubjectforyourpresentation:200.0', '10705611getfourpostsoffourpoints:100.0', '01200711makethirtyposts:80.0', '17207811geteightpoints:100.0', '12505611gettwelvepostsoffourpoints:100.0', '17307811getsixteenpoints:100.0', '12100611geteightpoints:300.0', '18601111participateinthequest:600.0', '19005411gettenpoints:100.0', '09700111getfourpoints:100.0', '17507911getfourpoints:100.0', '15204911respondtofirsttwoquestionnaires:50.0', '17807911getsixteenpoints:100.0', '17700211gettwelvepoints:400.0', '19605411getsixteenpoints:100.0', '18002311beontime13times:50.0', '03502011betherefor50%oflabs:50.0', '11000111geteightpoints:100.0', '04001811betherefor75%oflectures:100.0', '05102311beontime17times:50.0', '04902811Theaveragescoreofyourlabclasswasthebestofallclasses(1time):80.0', '06902811Theaveragescoreofyourlabclasswasthebestofallclasses(2times):50.0', '04302011betherefor75%oflabs:50.0', '05502711Allstudentsinyourlabhad4orbettergrade(2times):50.0', '07302011bethereforallofthelabs:50.0']",[],[],"['Participation Forum24', 'Skill Tree18', 'Labs Forum5', 'Bugs Forum5']",[],"['07803511handindocumentabouttherationalleofyourpresentation.:200.0', '08103711createdownvideo(singleshoot):100.0', '01100811performonetask:100.0']",[],[]
3,"['10205233CompletetheeBookSkill:150.0', '09905033CompletetheTextArtSkill:150.0', '10005133CompletetheZombiesandMonstersSkill:150.0', '10305333CompletetheCourseLogoSkill:150.0', '13606733CompletetheCourseImageSkill:200.0', '11906033CompletethePublicistSkill:200.0', '12606233CompletetheReporterSkill:150.0', '17405933CompletetheMoviePosterSkill:200.0', '10805733CompletethereMIDISkill:150.0', '13106533CompletethereTrailerSkill:200.0']","['09804911respondtofirstquestionnaire:50.0', '00700511sugestanewsubjectforyourpresentation:200.0', '10100411getfourpoints:200.0', '12000611getfourpoints:300.0', '10705611getfourpostsoffourpoints:100.0', '12100611geteightpoints:300.0', '11205611getsixpostsoffourpoints:100.0', '16907811getfourpoints:100.0', '18601111participateinthequest:600.0', '12505611gettwelvepostsoffourpoints:100.0', '17207811geteightpoints:100.0', '19005411gettenpoints:100.0', '17307811getsixteenpoints:100.0', '19605411getsixteenpoints:100.0', '15204911respondtofirsttwoquestionnaires:50.0', '17807911getsixteenpoints:100.0', '12800411gettwelvepoints:200.0', '01600711makefiftyposts:50.0', '12206111getfourpoints:100.0', '18002311beontime13times:50.0', '03502011betherefor50%oflabs:50.0', '04001811betherefor75%oflectures:100.0', '05102311beontime17times:50.0', '04902811Theaveragescoreofyourlabclasswasthebestofallclasses(1time):80.0', '06902811Theaveragescoreofyourlabclasswasthebestofallclasses(2times):50.0', '04302011betherefor75%oflabs:50.0', '05502711Allstudentsinyourlabhad4orbettergrade(2times):50.0', '07302011bethereforallofthelabs:50.0']",[],[],"['Participation Forum26', 'Skill Tree16', 'Labs Forum5', 'Questions2', 'Bugs Forum1']",['16007433CompletetheFakeNewsSkill:300.0'],"['07803511handindocumentabouttherationalleofyourpresentation.:200.0', '08103711createdownvideo(singleshoot):100.0', '01100811performonetask:100.0']",[],[]
2,"['10205233CompletetheeBookSkill:150.0', '10305333CompletetheCourseLogoSkill:150.0', '10805733CompletethereMIDISkill:150.0', '10005133CompletetheZombiesandMonstersSkill:150.0']","['09804911respondtofirstquestionnaire:50.0', '10901611participate2times:100.0', '00700511sugestanewsubjectforyourpresentation:200.0', '17000211getfourpoints:400.0', '12000611getfourpoints:300.0', '18601111participateinthequest:600.0', '12100611geteightpoints:300.0', '10705611getfourpostsoffourpoints:100.0', '17700211gettwelvepoints:400.0', '02801811betherefor50%oflectures:100.0', '18002311beontime13times:50.0', '02701711readslidesfor50%oflectures:100.0', '03502011betherefor50%oflabs:50.0', '11205611getsixpostsoffourpoints:100.0', '10100411getfourpoints:200.0', '04802711Allstudentsinyourlabhad4orbettergrade(1time):80.0', '05502711Allstudentsinyourlabhad4orbettergrade(2times):50.0', '04302011betherefor75%oflabs:50.0', '04001811betherefor75%oflectures:100.0', '07503011topgradeinallgradedclasses:100.0', '05102311beontime17times:50.0', '04101711readslidesfor75%oflectures:100.0']",[],[],"['Skill Tree4', 'Participation Forum11', 'Labs Forum4', 'Questions2']",[],"['07803511handindocumentabouttherationalleofyourpresentation.:200.0', '08203711createdownvideo,relevantedits:70.0', '04201711readalllecturesslides:100.0', '01100811performonetask:100.0']",[],[]
2,[],"['09804911respondtofirstquestionnaire:50.0', '00700511sugestanewsubjectforyourpresentation:200.0', '12000611getfourpoints:300.0', '17000211getfourpoints:400.0', '12100611geteightpoints:300.0', '15204911respondtofirsttwoquestionnaires:50.0', '03502011betherefor50%oflabs:50.0', '17700211gettwelvepoints:400.0', '04802711Allstudentsinyourlabhad4orbettergrade(1time):80.0', '05502711Allstudentsinyourlabhad4orbettergrade(2times):50.0', '04302011betherefor75%oflabs:50.0', '10705611getfourpostsoffourpoints:100.0', '04902811Theaveragescoreofyourlabclasswasthebestofallclasses(1time):80.0', '17900211gettwentyfourpoints:400.0']",[],[],"['Labs Forum3', 'Participation Forum7']",['09905033CompletetheTextArtSkill:150.0'],"['07803511handindocumentabouttherationalleofyourpresentation.:200.0', '08003711remixedvideo:150.0', '08704011Havethehighestgradeinthepresentations:80.0', '01100811performonetask:100.0']",[],[]
2,"['09905033CompletetheTextArtSkill:150.0', '10005133CompletetheZombiesandMonstersSkill:150.0', '10805733CompletethereMIDISkill:150.0', '10305333CompletetheCourseLogoSkill:150.0', '11906033CompletethePublicistSkill:200.0']","['09804911respondtofirstquestionnaire:50.0', '00700511sugestanewsubjectforyourpresentation:200.0', '12000611getfourpoints:300.0', '00900711maketwentyposts:100.0', '12100611geteightpoints:300.0', '13500611getfourteenpoints:300.0', '18601111participateinthequest:600.0', '02701711readslidesfor50%oflectures:100.0', '10705611getfourpostsoffourpoints:100.0', '01200711makethirtyposts:80.0', '11205611getsixpostsoffourpoints:100.0', '15204911respondtofirsttwoquestionnaires:50.0', '03502011betherefor50%oflabs:50.0', '02801811betherefor50%oflectures:100.0', '04802711Allstudentsinyourlabhad4orbettergrade(1time):80.0', '05502711Allstudentsinyourlabhad4orbettergrade(2times):50.0', '06503011topgradeinthreegradedclasses:150.0', '17900211gettwentyfourpoints:400.0', '07302011bethereforallofthelabs:50.0', '18002311beontime13times:50.0', '04001811betherefor75%oflectures:100.0']",[],[],"['Participation Forum14', 'Bugs Forum1', 'Skill Tree7', 'Labs Forum9']",[],"['07803511handindocumentabouttherationalleofyourpresentation.:200.0', '08203711createdownvideo,relevantedits:70.0', '04201711readalllecturesslides:100.0', '01100811performonetask:100.0']",[],[]
2,['10805733CompletethereMIDISkill:150.0'],"['09804911respondtofirstquestionnaire:50.0', '00700511sugestanewsubjectforyourpresentation:200.0', '12000611getfourpoints:300.0', '18601111participateinthequest:600.0', '17000211getfourpoints:400.0', '12100611geteightpoints:300.0', '15204911respondtofirsttwoquestionnaires:50.0', '03502011betherefor50%oflabs:50.0', '10705611getfourpostsoffourpoints:100.0', '04802711Allstudentsinyourlabhad4orbettergrade(1time):80.0', '05502711Allstudentsinyourlabhad4orbettergrade(2times):50.0', '06503011topgradeinthreegradedclasses:150.0', '04902811Theaveragescoreofyourlabclasswasthebestofallclasses(1time):80.0', '17700211gettwelvepoints:400.0']",[],[],"['Questions1', 'Skill Tree1', 'Labs Forum3', 'Participation Forum8', 'Social forum2']","['12606233CompletetheReporterSkill:150.0', '17405933CompletetheMoviePosterSkill:200.0']","['07803511handindocumentabouttherationalleofyourpresentation.:200.0', '08003711remixedvideo:150.0', '08704011Havethehighestgradeinthepresentations:80.0', '11205611getsixpostsoffourpoints:100.0', '01100811performonetask:100.0']",[],[]
1,[],"['09804911respondtofirstquestionnaire:50.0', '12000611getfourpoints:300.0', '15204911respondtofirsttwoquestionnaires:50.0', '04802711Allstudentsinyourlabhad4orbettergrade(1time):80.0', '05502711Allstudentsinyourlabhad4orbettergrade(2times):50.0', '06503011topgradeinthreegradedclasses:150.0', '04302011betherefor75%oflabs:50.0', '04902811Theaveragescoreofyourlabclasswasthebestofallclasses(1time):80.0']",[],[],['Labs Forum2'],[],"['07803511handindocumentabouttherationalleofyourpresentation.:200.0', '08103711createdownvideo(singleshoot):100.0', '08203711createdownvideo,relevantedits:70.0', '04201711readalllecturesslides:100.0']",[],[]
2,"['10805733CompletethereMIDISkill:150.0', '10205233CompletetheeBookSkill:150.0', '10305333CompletetheCourseLogoSkill:150.0']","['09804911respondtofirstquestionnaire:50.0', '00700511sugestanewsubjectforyourpresentation:200.0', '12000611getfourpoints:300.0', '17000211getfourpoints:400.0', '12100611geteightpoints:300.0', '18601111participateinthequest:600.0', '10705611getfourpostsoffourpoints:100.0', '15204911respondtofirsttwoquestionnaires:50.0', '11205611getsixpostsoffourpoints:100.0', '02801811betherefor50%oflectures:100.0', '03502011betherefor50%oflabs:50.0', '18002311beontime13times:50.0', '17700211gettwelvepoints:400.0', '04001811betherefor75%oflectures:100.0', '04802711Allstudentsinyourlabhad4orbettergrade(1time):80.0', '05502711Allstudentsinyourlabhad4orbettergrade(2times):50.0', '04101711readslidesfor75%oflectures:100.0', '06503011topgradeinthreegradedclasses:150.0', '04902811Theaveragescoreofyourlabclasswasthebestofallclasses(1time):80.0', '07001811bethereforallofthelectures:100.0', '17900211gettwentyfourpoints:400.0']",[],[],"['Skill Tree5', 'Labs Forum5', 'Participation Forum14']",['09905033CompletetheTextArtSkill:150.0'],"['07803511handindocumentabouttherationalleofyourpresentation.:200.0', '08103711createdownvideo(singleshoot):100.0', '04201711readalllecturesslides:100.0', '01100811performonetask:100.0']",[],[]
3,[],"['00800611postonetypeofcreativeresult:350.0', '04902811Theaveragescoreofyourlabclasswasthebestofallclasses(1time):80.0', '09804911respondtofirstquestionnaire:50.0', '00700511sugestanewsubjectforyourpresentation:200.0', '12000611getfourpoints:300.0', '18601111participateinthequest:600.0', '17000211getfourpoints:400.0', '12100611geteightpoints:300.0', '15204911respondtofirsttwoquestionnaires:50.0', '03502011betherefor50%oflabs:50.0', '04802711Allstudentsinyourlabhad4orbettergrade(1time):80.0', '05502711Allstudentsinyourlabhad4orbettergrade(2times):50.0', '06503011topgradeinthreegradedclasses:150.0', '11205611getsixpostsoffourpoints:100.0', '02801811betherefor50%oflectures:100.0', '17900211gettwentyfourpoints:400.0']","['01500922AttendedQuiz:240.0', '02500922AttendedQuiz:240.0', '04400922AttendedQuiz:160.0']",[],"['Labs Forum3', 'Participation Forum8']","['10205233CompletetheeBookSkill:150.0', '10005133CompletetheZombiesandMonstersSkill:150.0', '10805733CompletethereMIDISkill:150.0', '09905033CompletetheTextArtSkill:150.0']","['06902811Theaveragescoreofyourlabclasswasthebestofallclasses(2times):50.0', '02701711readslidesfor50%oflectures:100.0', '01100811performonetask:100.0', '04201711readalllecturesslides:100.0']",[],[]
