cluster,Student skills,Student badges,Student bonus,Student quizzes,Student posts,Next Skills,Next badges,Next bonus,Next quizzes
1,['10305333CompletetheCourseLogoSkill:150.0'],"['09804911respondtofirstquestionnaire:50.0', '23000511suggestanewsubjectforyourpresentation:500.0', '13803011topgradeinfourgradedclasses:0.0', '10901611participate2times:100.0', '02801811betherefor50%oflectures:75.0', '03502011betherefor50%oflabs:50.0', '14207011readslidesfor50%oflectures:0.0', '04001811betherefor75%oflectures:75.0', '14703011topgradeinsixgradedclasses:0.0', '04302011betherefor75%oflabs:50.0', '15204911respondtofirsttwoquestionnaires:50.0']","['01500922AttendedQuiz:600.0', '02500922AttendedQuiz:199.0', '03400922AttendedQuiz:300.0', '04400922AttendedQuiz:100.0', '06300922AttendedQuiz:50.0', '07100922AttendedQuiz:750.0', '15000922AttendedQuiz:450.0']",[],"['Skill Tree1', 'Participation Forum1']",['22806833CompletetheMovieBarcodesSkill:150.0'],['12701611participate6times:100.0'],"['15400922AttendedQuiz:750.0', '15700922AttendedQuiz:550.0']",[]
3,"['22806833CompletetheMovieBarcodesSkill:150.0', '22905933CompletetheMoviePosterSkill:150.0', '10305333CompletetheCourseLogoSkill:150.0', '09504733CompletetheAlienInvasionSkill:150.0', '23106033CompletethePublicistSkill:400.0', '23406733CompletetheCourseImageSkill:400.0', '23306333CompletethePodcastSkill:150.0', '23509433CompletethePixelArtSkill:400.0', '23909633CompletetheUNIMationSkill:400.0', '24103233CompletetheKineticSkill:750.0']","['09804911respondtofirstquestionnaire:50.0', '23000511suggestanewsubjectforyourpresentation:500.0', '10100411getfourpoints:300.0', '11705811reachleveltwo:0.0', '11300411geteightpoints:300.0', '13803011topgradeinfourgradedclasses:0.0', '10505511maketwentyposts:0.0', '02801811betherefor50%oflectures:75.0', '03502011betherefor50%oflabs:50.0', '10901611participate2times:100.0', '04001811betherefor75%oflectures:75.0', '11205611getsixpostsoffourpoints:250.0', '14507011readslidesfor75%oflectures:0.0', '14703011topgradeinsixgradedclasses:0.0', '10605511makethirtyposts:0.0', '14005811reachlevelthree:0.0', '15204911respondtofirsttwoquestionnaires:50.0']","['01500922AttendedQuiz:750.0', '02500922AttendedQuiz:424.0', '03400922AttendedQuiz:150.0', '04400922AttendedQuiz:600.0', '06300922AttendedQuiz:450.0', '07100922AttendedQuiz:750.0', '15000922AttendedQuiz:750.0']",[],"['Skill Tree19', 'Participation Forum7', 'Questions2', 'Social forum1', 'Bugs Forum2']","['23609533CompletetheMapMakerSkill:400.0', '23706533CompletethereTrailerSkill:750.0', '24206933CompletetheFakeSpeechSkill:750.0']","['14607211topgradeinfourquizzes:0.0', '07503011topgradeinallgradedclasses:0.0', '15507011readalllecturesslides:0.0', '07302011bethereforallofthelabs:50.0', '12305411gettenpoints:100.0', '16504911respondtoallthequestionnaires:50.0', '01100811performonetask:100.0', '16607711oneentry:50.0']","['15400922AttendedQuiz:750.0', '15700922AttendedQuiz:600.0']",[]
2,[],"['00700511sugestanewsubjectforyourpresentation:350.0', '09804911respondtofirstquestionnaire:50.0', '10901611participate2times:100.0', '13803011topgradeinfourgradedclasses:0.0', '14507011readslidesfor75%oflectures:0.0', '15204911respondtofirsttwoquestionnaires:50.0', '14703011topgradeinsixgradedclasses:0.0']","['01500922AttendedQuiz:375.0', '02500922AttendedQuiz:499.0', '03400922AttendedQuiz:750.0', '04400922AttendedQuiz:150.0', '06300922AttendedQuiz:150.0', '07100922AttendedQuiz:675.0', '15000922AttendedQuiz:300.0']",[],"['Social forum1', 'Participation Forum1']",['22905933CompletetheMoviePosterSkill:150.0'],"['15204911respondtofirsttwoquestionnaires:50.0', '12701611participate6times:100.0', '11705811reachleveltwo:0.0', '16504911respondtoallthequestionnaires:50.0', '01100811performonetask:100.0']","['15400922AttendedQuiz:450.0', '15700922AttendedQuiz:450.0']",[]
1,[],"['09804911respondtofirstquestionnaire:50.0', '10100411getfourpoints:300.0', '23000511suggestanewsubjectforyourpresentation:500.0', '10901611participate2times:100.0', '13803011topgradeinfourgradedclasses:0.0', '02801811betherefor50%oflectures:75.0', '03502011betherefor50%oflabs:50.0', '14207011readslidesfor50%oflectures:0.0', '04001811betherefor75%oflectures:75.0', '14902311beontimefor75%oflectures:50.0', '14703011topgradeinsixgradedclasses:0.0', '15204911respondtofirsttwoquestionnaires:50.0']","['01500922AttendedQuiz:300.0', '02500922AttendedQuiz:250.0', '03400922AttendedQuiz:300.0', '04400922AttendedQuiz:100.0', '06300922AttendedQuiz:150.0', '07100922AttendedQuiz:750.0', '15000922AttendedQuiz:450.0']",[],"['Skill Tree3', 'Participation Forum8']",[],"['14507011readslidesfor75%oflectures:0.0', '12800411gettwelvepoints:300.0', '07001811bethereforallofthelectures:75.0', '08203711createdownvideo,relevantedits:150.0', '16504911respondtoallthequestionnaires:50.0', '01100811performonetask:100.0']","['15400922AttendedQuiz:600.0', '15700922AttendedQuiz:500.0']",[]
3,"['22806833CompletetheMovieBarcodesSkill:150.0', '10305333CompletetheCourseLogoSkill:150.0', '22905933CompletetheMoviePosterSkill:150.0', '09504733CompletetheAlienInvasionSkill:150.0', '23406733CompletetheCourseImageSkill:400.0', '23306333CompletethePodcastSkill:150.0', '23106033CompletethePublicistSkill:400.0']","['09804911respondtofirstquestionnaire:50.0', '23000511suggestanewsubjectforyourpresentation:500.0', '13803011topgradeinfourgradedclasses:0.0', '14207011readslidesfor50%oflectures:0.0', '10100411getfourpoints:300.0', '03502011betherefor50%oflabs:50.0', '11300411geteightpoints:300.0', '12800411gettwelvepoints:300.0', '14703011topgradeinsixgradedclasses:0.0', '10505511maketwentyposts:0.0', '14607211topgradeinfourquizzes:0.0', '11705811reachleveltwo:0.0', '15204911respondtofirsttwoquestionnaires:50.0']","['01500922AttendedQuiz:675.0', '02500922AttendedQuiz:600.0', '03400922AttendedQuiz:750.0', '04400922AttendedQuiz:750.0', '06300922AttendedQuiz:600.0', '07100922AttendedQuiz:750.0', '15000922AttendedQuiz:750.0']",[],"['Skill Tree14', 'Participation Forum8', 'Bugs Forum3']","['23509433CompletethePixelArtSkill:400.0', '23909633CompletetheUNIMationSkill:400.0', '24206933CompletetheFakeSpeechSkill:750.0', '23706533CompletethereTrailerSkill:750.0']","['15507011readalllecturesslides:0.0', '06802311alwaysbethereontime:50.0', '18807211topgradeinsixquizzes:0.0', '24403511handindocumentabouttherationaleofyourpresentation.:400.0', '14005811reachlevelthree:0.0', '08203711createdownvideo,relevantedits:150.0', '16504911respondtoallthequestionnaires:50.0', '01100811performonetask:100.0']","['15400922AttendedQuiz:750.0', '15700922AttendedQuiz:150.0']",[]
1,"['22905933CompletetheMoviePosterSkill:150.0', '22806833CompletetheMovieBarcodesSkill:150.0']","['09804911respondtofirstquestionnaire:50.0', '23000511suggestanewsubjectforyourpresentation:500.0', '13803011topgradeinfourgradedclasses:0.0', '14207011readslidesfor50%oflectures:0.0', '03502011betherefor50%oflabs:50.0', '02801811betherefor50%oflectures:75.0', '14703011topgradeinsixgradedclasses:0.0', '14507011readslidesfor75%oflectures:0.0', '15204911respondtofirsttwoquestionnaires:50.0']","['01500922AttendedQuiz:300.0', '02500922AttendedQuiz:199.0', '03400922AttendedQuiz:675.0', '04400922AttendedQuiz:400.0', '06300922AttendedQuiz:600.0', '07100922AttendedQuiz:600.0', '15000922AttendedQuiz:450.0']",[],"['Skill Tree6', 'Questions1', 'Participation Forum2']",[],"['10100411getfourpoints:300.0', '04001811betherefor75%oflectures:75.0', '24403511handindocumentabouttherationaleofyourpresentation.:400.0', '08203711createdownvideo,relevantedits:150.0', '16504911respondtoallthequestionnaires:50.0', '01100811performonetask:100.0']","['15400922AttendedQuiz:750.0', '15700922AttendedQuiz:550.0']",[]
2,"['22905933CompletetheMoviePosterSkill:150.0', '10305333CompletetheCourseLogoSkill:150.0', '22806833CompletetheMovieBarcodesSkill:150.0', '09504733CompletetheAlienInvasionSkill:150.0', '23106033CompletethePublicistSkill:400.0']","['09804911respondtofirstquestionnaire:50.0', '23000511suggestanewsubjectforyourpresentation:500.0', '13803011topgradeinfourgradedclasses:0.0', '10705611getfourpostsoffourpoints:250.0', '10901611participate2times:100.0', '02801811betherefor50%oflectures:75.0', '03502011betherefor50%oflabs:50.0', '14703011topgradeinsixgradedclasses:0.0', '14607211topgradeinfourquizzes:0.0', '12701611participate6times:100.0', '11705811reachleveltwo:0.0', '15204911respondtofirsttwoquestionnaires:50.0']","['01500922AttendedQuiz:600.0', '02500922AttendedQuiz:274.0', '03400922AttendedQuiz:750.0', '04400922AttendedQuiz:750.0', '06300922AttendedQuiz:150.0', '07100922AttendedQuiz:750.0', '15000922AttendedQuiz:750.0']",[],"['Skill Tree10', 'Participation Forum1']","['23406733CompletetheCourseImageSkill:400.0', '23609533CompletetheMapMakerSkill:400.0', '23306333CompletethePodcastSkill:150.0', '24307133CompletetheStopMotionSkill:750.0', '23909633CompletetheUNIMationSkill:400.0']","['07503011topgradeinallgradedclasses:0.0', '06802311alwaysbethereontime:50.0', '18807211topgradeinsixquizzes:0.0', '11205611getsixpostsoffourpoints:250.0', '24403511handindocumentabouttherationaleofyourpresentation.:400.0', '12505611gettwelvepostsoffourpoints:250.0', '16504911respondtoallthequestionnaires:50.0', '01100811performonetask:100.0', '16807711threeentries:50.0']","['15400922AttendedQuiz:750.0', '15700922AttendedQuiz:600.0']",[]
2,"['22806833CompletetheMovieBarcodesSkill:150.0', '22905933CompletetheMoviePosterSkill:150.0', '10305333CompletetheCourseLogoSkill:150.0', '23106033CompletethePublicistSkill:400.0']","['09804911respondtofirstquestionnaire:50.0', '23000511suggestanewsubjectforyourpresentation:500.0', '13803011topgradeinfourgradedclasses:0.0', '02801811betherefor50%oflectures:75.0', '03502011betherefor50%oflabs:50.0', '10901611participate2times:100.0', '14703011topgradeinsixgradedclasses:0.0', '04001811betherefor75%oflectures:75.0', '04302011betherefor75%oflabs:50.0', '11705811reachleveltwo:0.0', '15204911respondtofirsttwoquestionnaires:50.0']","['01500922AttendedQuiz:487.0', '02500922AttendedQuiz:349.0', '03400922AttendedQuiz:600.0', '04400922AttendedQuiz:600.0', '06300922AttendedQuiz:300.0', '07100922AttendedQuiz:750.0', '15000922AttendedQuiz:600.0']",[],"['Skill Tree5', 'Participation Forum1']","['23609533CompletetheMapMakerSkill:400.0', '23406733CompletetheCourseImageSkill:400.0', '23306333CompletethePodcastSkill:150.0', '23509433CompletethePixelArtSkill:400.0']","['13301611participate12times:100.0', '14507011readslidesfor75%oflectures:0.0', '07001811bethereforallofthelectures:75.0', '16504911respondtoallthequestionnaires:50.0', '01100811performonetask:100.0', '16607711oneentry:50.0']","['15400922AttendedQuiz:750.0', '15700922AttendedQuiz:300.0']",[]
2,"['22806833CompletetheMovieBarcodesSkill:150.0', '22905933CompletetheMoviePosterSkill:150.0', '10305333CompletetheCourseLogoSkill:150.0', '23106033CompletethePublicistSkill:400.0', '23306333CompletethePodcastSkill:150.0', '23509433CompletethePixelArtSkill:400.0']","['09804911respondtofirstquestionnaire:50.0', '23000511suggestanewsubjectforyourpresentation:500.0', '10901611participate2times:100.0', '11705811reachleveltwo:0.0', '13803011topgradeinfourgradedclasses:0.0', '12701611participate6times:100.0', '03502011betherefor50%oflabs:50.0', '02801811betherefor50%oflectures:75.0', '14703011topgradeinsixgradedclasses:0.0', '10100411getfourpoints:300.0', '04302011betherefor75%oflabs:50.0', '15204911respondtofirsttwoquestionnaires:50.0']","['01500922AttendedQuiz:225.0', '02500922AttendedQuiz:150.0', '03400922AttendedQuiz:450.0', '04400922AttendedQuiz:750.0', '06300922AttendedQuiz:450.0', '07100922AttendedQuiz:600.0', '15000922AttendedQuiz:600.0']",[],"['Skill Tree7', 'Participation Forum4']","['09504733CompletetheAlienInvasionSkill:150.0', '23406733CompletetheCourseImageSkill:400.0']","['14207011readslidesfor50%oflectures:0.0', '11300411geteightpoints:300.0', '10505511maketwentyposts:0.0', '08003711remixedvideo:150.0', '16504911respondtoallthequestionnaires:50.0', '01100811performonetask:100.0']","['15400922AttendedQuiz:750.0', '15700922AttendedQuiz:600.0']",[]
2,"['10305333CompletetheCourseLogoSkill:150.0', '22806833CompletetheMovieBarcodesSkill:150.0']","['09804911respondtofirstquestionnaire:50.0', '23000511suggestanewsubjectforyourpresentation:500.0', '13803011topgradeinfourgradedclasses:0.0', '14207011readslidesfor50%oflectures:0.0', '03502011betherefor50%oflabs:50.0', '10100411getfourpoints:300.0', '14703011topgradeinsixgradedclasses:0.0', '11300411geteightpoints:300.0', '04001811betherefor75%oflectures:75.0', '10901611participate2times:100.0', '15204911respondtofirsttwoquestionnaires:50.0']","['01500922AttendedQuiz:450.0', '02500922AttendedQuiz:175.0', '03400922AttendedQuiz:750.0', '04400922AttendedQuiz:450.0', '06300922AttendedQuiz:750.0', '07100922AttendedQuiz:600.0', '15000922AttendedQuiz:450.0']",[],"['Skill Tree5', 'Participation Forum10', 'Bugs Forum3', 'Social forum1']","['09504733CompletetheAlienInvasionSkill:150.0', '23406733CompletetheCourseImageSkill:400.0']","['14507011readslidesfor75%oflectures:0.0', '07503011topgradeinallgradedclasses:0.0', '07302011bethereforallofthelabs:50.0', '11705811reachleveltwo:0.0', '16504911respondtoallthequestionnaires:50.0', '01100811performonetask:100.0']","['15400922AttendedQuiz:600.0', '15700922AttendedQuiz:275.0']",[]
1,[],"['09804911respondtofirstquestionnaire:50.0', '23000511suggestanewsubjectforyourpresentation:500.0', '13803011topgradeinfourgradedclasses:0.0', '03502011betherefor50%oflabs:50.0', '14703011topgradeinsixgradedclasses:0.0', '15204911respondtofirsttwoquestionnaires:50.0']","['01500922AttendedQuiz:375.0', '02500922AttendedQuiz:675.0', '03400922AttendedQuiz:450.0', '04400922AttendedQuiz:300.0', '06300922AttendedQuiz:750.0', '07100922AttendedQuiz:675.0', '15000922AttendedQuiz:300.0']",[],['Participation Forum2'],['22905933CompletetheMoviePosterSkill:150.0'],"['24403511handindocumentabouttherationaleofyourpresentation.:400.0', '08203711createdownvideo,relevantedits:150.0', '16504911respondtoallthequestionnaires:50.0', '01100811performonetask:100.0']","['15400922AttendedQuiz:750.0', '15700922AttendedQuiz:150.0']",[]
0,[],"['09804911respondtofirstquestionnaire:50.0', '23000511suggestanewsubjectforyourpresentation:500.0']","['01500922AttendedQuiz:375.0', '02500922AttendedQuiz:49.0', '03400922AttendedQuiz:450.0']",['00000000InitialBonus:500.0'],[],[],[],[],[]
1,"['09504733CompletetheAlienInvasionSkill:150.0', '10305333CompletetheCourseLogoSkill:150.0', '22905933CompletetheMoviePosterSkill:150.0']","['09804911respondtofirstquestionnaire:50.0', '23000511suggestanewsubjectforyourpresentation:500.0', '13803011topgradeinfourgradedclasses:0.0', '02801811betherefor50%oflectures:75.0', '10901611participate2times:100.0', '03502011betherefor50%oflabs:50.0', '14507011readslidesfor75%oflectures:0.0', '15204911respondtofirsttwoquestionnaires:50.0']","['01500922AttendedQuiz:525.0', '02500922AttendedQuiz:199.0', '03400922AttendedQuiz:200.0', '04400922AttendedQuiz:300.0', '06300922AttendedQuiz:400.0', '07100922AttendedQuiz:750.0', '15000922AttendedQuiz:450.0']",[],"['Skill Tree9', 'Participation Forum2']",['22806833CompletetheMovieBarcodesSkill:150.0'],"['14703011topgradeinsixgradedclasses:0.0', '04001811betherefor75%oflectures:75.0']",['15400922AttendedQuiz:300.0'],[]
0,['22806833CompletetheMovieBarcodesSkill:150.0'],"['10901611participate2times:100.0', '09804911respondtofirstquestionnaire:50.0', '23000511suggestanewsubjectforyourpresentation:500.0', '13803011topgradeinfourgradedclasses:0.0']","['02500922AttendedQuiz:150.0', '03400922AttendedQuiz:350.0']",[],"['Skill Tree1', 'Participation Forum2']",[],[],[],[]
2,['22806833CompletetheMovieBarcodesSkill:150.0'],"['10901611participate2times:100.0', '09804911respondtofirstquestionnaire:50.0', '12701611participate6times:100.0', '23000511suggestanewsubjectforyourpresentation:500.0', '10100411getfourpoints:300.0', '13803011topgradeinfourgradedclasses:0.0', '13301611participate12times:100.0', '14207011readslidesfor50%oflectures:0.0', '11300411geteightpoints:300.0', '12800411gettwelvepoints:300.0', '03502011betherefor50%oflabs:50.0', '01100811performonetask:100.0', '14703011topgradeinsixgradedclasses:0.0', '04302011betherefor75%oflabs:50.0', '04001811betherefor75%oflectures:75.0', '15204911respondtofirsttwoquestionnaires:50.0']","['01500922AttendedQuiz:375.0', '02500922AttendedQuiz:225.0', '03400922AttendedQuiz:450.0', '06300922AttendedQuiz:600.0', '04400922AttendedQuiz:400.0', '07100922AttendedQuiz:600.0', '15000922AttendedQuiz:600.0']",[],"['Skill Tree4', 'Social forum1', 'Participation Forum7', 'Questions1']","['12606233CompletetheReporterSkill:150.0', '23206433CompletetheLoopingGIFSkill:400.0', '23306333CompletethePodcastSkill:150.0', '23909633CompletetheUNIMationSkill:400.0', '23509433CompletethePixelArtSkill:400.0', '23106033CompletethePublicistSkill:400.0', '24206933CompletetheFakeSpeechSkill:750.0', '23706533CompletethereTrailerSkill:750.0']","['14507011readslidesfor75%oflectures:0.0', '07503011topgradeinallgradedclasses:0.0', '11705811reachleveltwo:0.0', '07302011bethereforallofthelabs:50.0', '14005811reachlevelthree:0.0', '16504911respondtoallthequestionnaires:50.0', '01300811performtwotasks:100.0', '01400811performthreetasks:100.0']","['15400922AttendedQuiz:450.0', '15700922AttendedQuiz:375.0']",[]
1,['09504733CompletetheAlienInvasionSkill:150.0'],"['09804911respondtofirstquestionnaire:50.0', '23000511suggestanewsubjectforyourpresentation:500.0', '13803011topgradeinfourgradedclasses:0.0', '03502011betherefor50%oflabs:50.0', '14207011readslidesfor50%oflectures:0.0', '14703011topgradeinsixgradedclasses:0.0', '04302011betherefor75%oflabs:50.0', '15204911respondtofirsttwoquestionnaires:50.0']","['01500922AttendedQuiz:450.0', '02500922AttendedQuiz:525.0', '03400922AttendedQuiz:525.0', '04400922AttendedQuiz:400.0', '06300922AttendedQuiz:350.0', '07100922AttendedQuiz:600.0', '15000922AttendedQuiz:150.0']",['00000000InitialBonus:500.0'],['Skill Tree2'],"['22806833CompletetheMovieBarcodesSkill:150.0', '22905933CompletetheMoviePosterSkill:150.0']","['14507011readslidesfor75%oflectures:0.0', '08603911bethemostliked!:50.0', '16504911respondtoallthequestionnaires:50.0', '01100811performonetask:100.0']","['15400922AttendedQuiz:150.0', '15700922AttendedQuiz:300.0']",[]
2,"['22806833CompletetheMovieBarcodesSkill:150.0', '09504733CompletetheAlienInvasionSkill:150.0', '23406733CompletetheCourseImageSkill:400.0', '23106033CompletethePublicistSkill:400.0']","['10901611participate2times:100.0', '09804911respondtofirstquestionnaire:50.0', '10405411getfourpoints:100.0', '23000511suggestanewsubjectforyourpresentation:500.0', '13803011topgradeinfourgradedclasses:0.0', '12701611participate6times:100.0', '10100411getfourpoints:300.0', '03502011betherefor50%oflabs:50.0', '11300411geteightpoints:300.0', '14703011topgradeinsixgradedclasses:0.0', '11705811reachleveltwo:0.0', '10705611getfourpostsoffourpoints:250.0', '15204911respondtofirsttwoquestionnaires:50.0']","['01500922AttendedQuiz:375.0', '02500922AttendedQuiz:325.0', '03400922AttendedQuiz:600.0', '04400922AttendedQuiz:300.0', '06300922AttendedQuiz:500.0', '07100922AttendedQuiz:488.0', '15000922AttendedQuiz:450.0']",[],"['Skill Tree8', 'Participation Forum6', 'Labs Forum1']","['23609533CompletetheMapMakerSkill:400.0', '23206433CompletetheLoopingGIFSkill:400.0', '23706533CompletethereTrailerSkill:750.0', '23306333CompletethePodcastSkill:150.0']","['13301611participate12times:100.0', '15507011readalllecturesslides:0.0', '10505511maketwentyposts:0.0', '07302011bethereforallofthelabs:50.0', '11205611getsixpostsoffourpoints:250.0', '16504911respondtoallthequestionnaires:50.0', '01100811performonetask:100.0']","['15400922AttendedQuiz:300.0', '15700922AttendedQuiz:450.0']",[]
2,"['22905933CompletetheMoviePosterSkill:150.0', '09504733CompletetheAlienInvasionSkill:150.0', '10305333CompletetheCourseLogoSkill:150.0']","['09804911respondtofirstquestionnaire:50.0', '23000511suggestanewsubjectforyourpresentation:500.0', '13803011topgradeinfourgradedclasses:0.0', '10901611participate2times:100.0', '02801811betherefor50%oflectures:75.0', '03502011betherefor50%oflabs:50.0', '14507011readslidesfor75%oflectures:0.0', '10100411getfourpoints:300.0', '15204911respondtofirsttwoquestionnaires:50.0']","['01500922AttendedQuiz:375.0', '02500922AttendedQuiz:349.0', '03400922AttendedQuiz:750.0', '04400922AttendedQuiz:450.0', '06300922AttendedQuiz:500.0', '07100922AttendedQuiz:750.0', '15000922AttendedQuiz:450.0']",[],"['Skill Tree8', 'Bugs Forum1', 'Participation Forum4']","['23406733CompletetheCourseImageSkill:400.0', '23106033CompletethePublicistSkill:400.0']","['14703011topgradeinsixgradedclasses:0.0', '11300411geteightpoints:300.0', '12800411gettwelvepoints:300.0', '15507011readalllecturesslides:0.0', '11705811reachleveltwo:0.0', '10505511maketwentyposts:0.0', '04001811betherefor75%oflectures:75.0', '10705611getfourpostsoffourpoints:250.0', '08704011Havethehighestgradeinthepresentations:80.0', '16504911respondtoallthequestionnaires:50.0', '01100811performonetask:100.0']","['15400922AttendedQuiz:450.0', '15700922AttendedQuiz:0.0']",[]
1,"['22905933CompletetheMoviePosterSkill:150.0', '22806833CompletetheMovieBarcodesSkill:150.0', '09504733CompletetheAlienInvasionSkill:150.0', '10305333CompletetheCourseLogoSkill:150.0', '23106033CompletethePublicistSkill:400.0']","['09804911respondtofirstquestionnaire:50.0', '10901611participate2times:100.0', '13803011topgradeinfourgradedclasses:0.0', '12701611participate6times:100.0', '03502011betherefor50%oflabs:50.0', '14207011readslidesfor50%oflectures:0.0', '01100811performonetask:100.0', '14703011topgradeinsixgradedclasses:0.0', '11705811reachleveltwo:0.0', '15204911respondtofirsttwoquestionnaires:50.0']","['01500922AttendedQuiz:375.0', '02500922AttendedQuiz:375.0', '03400922AttendedQuiz:475.0', '04400922AttendedQuiz:300.0', '06300922AttendedQuiz:450.0', '07100922AttendedQuiz:600.0', '15000922AttendedQuiz:150.0']",[],"['Skill Tree9', 'Social forum1', 'Participation Forum1']","['12606233CompletetheReporterSkill:150.0', '23206433CompletetheLoopingGIFSkill:400.0', '23509433CompletethePixelArtSkill:400.0', '23406733CompletetheCourseImageSkill:400.0', '24103233CompletetheKineticSkill:750.0']","['14507011readslidesfor75%oflectures:0.0', '04001811betherefor75%oflectures:75.0', '11205611getsixpostsoffourpoints:250.0', '08203711createdownvideo,relevantedits:150.0', '16504911respondtoallthequestionnaires:50.0', '01300811performtwotasks:100.0']","['15400922AttendedQuiz:0.0', '15700922AttendedQuiz:750.0']",[]
1,[],"['09804911respondtofirstquestionnaire:50.0', '23000511suggestanewsubjectforyourpresentation:500.0', '13803011topgradeinfourgradedclasses:0.0', '10901611participate2times:100.0', '14207011readslidesfor50%oflectures:0.0', '03502011betherefor50%oflabs:50.0', '02801811betherefor50%oflectures:75.0', '14507011readslidesfor75%oflectures:0.0', '15204911respondtofirsttwoquestionnaires:50.0']","['01500922AttendedQuiz:187.0', '02500922AttendedQuiz:375.0', '03400922AttendedQuiz:475.0', '04400922AttendedQuiz:400.0', '06300922AttendedQuiz:600.0', '07100922AttendedQuiz:488.0', '15000922AttendedQuiz:450.0']",[],"['Participation Forum2', 'Social forum1', 'Questions3']",[],['14703011topgradeinsixgradedclasses:0.0'],['15400922AttendedQuiz:150.0'],[]
1,[],"['09804911respondtofirstquestionnaire:50.0', '10901611participate2times:100.0', '23000511suggestanewsubjectforyourpresentation:500.0', '13803011topgradeinfourgradedclasses:0.0', '12701611participate6times:100.0', '03502011betherefor50%oflabs:50.0', '14207011readslidesfor50%oflectures:0.0', '14703011topgradeinsixgradedclasses:0.0', '04302011betherefor75%oflabs:50.0', '04001811betherefor75%oflectures:75.0', '15204911respondtofirsttwoquestionnaires:50.0']","['01500922AttendedQuiz:0.0', '02500922AttendedQuiz:150.0', '03400922AttendedQuiz:525.0', '04400922AttendedQuiz:250.0', '06300922AttendedQuiz:300.0', '07100922AttendedQuiz:450.0', '15000922AttendedQuiz:0.0']",[],"['Participation Forum3', 'Social forum1']",[],"['14507011readslidesfor75%oflectures:0.0', '07503011topgradeinallgradedclasses:0.0', '07302011bethereforallofthelabs:50.0', '07903611Havethehighestgradeinthelabs:80.0', '16504911respondtoallthequestionnaires:50.0', '01100811performonetask:100.0', '01300811performtwotasks:100.0']","['15400922AttendedQuiz:525.0', '15700922AttendedQuiz:750.0']",[]
3,"['22905933CompletetheMoviePosterSkill:150.0', '22806833CompletetheMovieBarcodesSkill:150.0', '10305333CompletetheCourseLogoSkill:150.0', '23106033CompletethePublicistSkill:400.0', '23306333CompletethePodcastSkill:150.0', '23206433CompletetheLoopingGIFSkill:400.0', '24103233CompletetheKineticSkill:750.0', '23706533CompletethereTrailerSkill:750.0', '09504733CompletetheAlienInvasionSkill:150.0']","['10100411getfourpoints:300.0', '23000511suggestanewsubjectforyourpresentation:500.0', '10901611participate2times:100.0', '11300411geteightpoints:300.0', '12800411gettwelvepoints:300.0', '13803011topgradeinfourgradedclasses:0.0', '11705811reachleveltwo:0.0', '12701611participate6times:100.0', '03502011betherefor50%oflabs:50.0', '02801811betherefor50%oflectures:75.0', '13301611participate12times:100.0', '10505511maketwentyposts:0.0', '14703011topgradeinsixgradedclasses:0.0', '04302011betherefor75%oflabs:50.0', '14005811reachlevelthree:0.0', '10605511makethirtyposts:0.0', '14507011readslidesfor75%oflectures:0.0', '11205611getsixpostsoffourpoints:250.0', '09804911respondtofirstquestionnaire:50.0']","['01500922AttendedQuiz:150.0', '02500922AttendedQuiz:600.0', '03400922AttendedQuiz:175.0', '04400922AttendedQuiz:450.0', '06300922AttendedQuiz:450.0', '07100922AttendedQuiz:375.0', '15000922AttendedQuiz:750.0']",[],"['Skill Tree23', 'Participation Forum10', 'Social forum1', 'Bugs Forum1']","['23406733CompletetheCourseImageSkill:400.0', '23609533CompletetheMapMakerSkill:400.0', '24206933CompletetheFakeSpeechSkill:750.0']","['15507011readalllecturesslides:0.0', '07302011bethereforallofthelabs:50.0', '08603911bethemostliked!:50.0', '15204911respondtofirsttwoquestionnaires:50.0', '01300811performtwotasks:100.0']","['15400922AttendedQuiz:750.0', '15700922AttendedQuiz:450.0']",[]
1,[],['23000511suggestanewsubjectforyourpresentation:500.0'],"['01500922AttendedQuiz:675.0', '02500922AttendedQuiz:600.0', '03400922AttendedQuiz:200.0', '04400922AttendedQuiz:600.0', '06300922AttendedQuiz:600.0', '07100922AttendedQuiz:750.0']",['00000000InitialBonus:500.0'],['Skill Tree3'],[],[],[],[]
1,[],"['09804911respondtofirstquestionnaire:50.0', '23000511suggestanewsubjectforyourpresentation:500.0', '13803011topgradeinfourgradedclasses:0.0', '14207011readslidesfor50%oflectures:0.0', '03502011betherefor50%oflabs:50.0', '14703011topgradeinsixgradedclasses:0.0', '14507011readslidesfor75%oflectures:0.0', '15204911respondtofirsttwoquestionnaires:50.0']","['01500922AttendedQuiz:262.0', '02500922AttendedQuiz:375.0', '03400922AttendedQuiz:600.0', '04400922AttendedQuiz:300.0', '06300922AttendedQuiz:450.0', '07100922AttendedQuiz:600.0', '15000922AttendedQuiz:600.0']",[],['Participation Forum1'],['22806833CompletetheMovieBarcodesSkill:150.0'],"['07503011topgradeinallgradedclasses:0.0', '15507011readalllecturesslides:0.0', '24403511handindocumentabouttherationaleofyourpresentation.:400.0', '08103711createdownvideo(singleshoot):150.0']","['15400922AttendedQuiz:525.0', '15700922AttendedQuiz:487.0']",[]
